"V1","V2"
"FAM110A","Nucleus"
"SCRT2","Nucleus"
"TLE6","Nucleus"
"PITHD1","Nucleus"
"ARMCX5","Nucleus"
"RALY","Nucleus"
"PLAGL2","Nucleus"
"UROD","Nucleus"
"CAPNS1","Nucleus"
"PDCD2L","Nucleus"
"UBA2","Nucleus"
"KRT13","Nucleus"
"KRT38","Nucleus"
"KRT9","Nucleus"
"NR1D1","Nucleus"
"ARL2","Nucleus"
"BCL2L12","Nucleus"
"RRAS","Nucleus"
"TSKS","Nucleus"
"GLTSCR2","Nucleus"
"SBDS","Nucleus"
"MLX","Nucleus"
"WNK4","Nucleus"
"SUGP1","Nucleus"
"DDX49","Nucleus"
"NSRP1","Nucleus"
"AHDC1","Nucleus"
"ELK1","Nucleus"
"DAAM1","Nucleus"
"ATG14","Nucleus"
"SIX1","Nucleus"
"DLGAP5","Nucleus"
"L3HYPDH","Nucleus"
"HSPA2","Nucleus"
"TBPL2","Nucleus"
"PLEKHG3","Nucleus"
"CTAG2","Nucleus"
"PYCARD","Nucleus"
"HIVEP3","Nucleus"
"COX7C","Nucleus"
"PHPT1","Nucleus"
"TRAF2","Nucleus"
"ABHD8","Nucleus"
"HELB","Nucleus"
"YEATS4","Nucleus"
"NDUFB2","Nucleus"
"ZNF777","Nucleus"
"ZNF317","Nucleus"
"PIN1","Nucleus"
"KIF17","Nucleus"
"EPS15L1","Nucleus"
"KLF2","Nucleus"
"HCFC1R1","Nucleus"
"HN1L","Nucleus"
"GFER","Nucleus"
"RAB40C","Nucleus"
"GNG13","Nucleus"
"MON1B","Nucleus"
"GAN","Nucleus"
"METTL25","Nucleus"
"EIF3K","Nucleus"
"EMC6","Nucleus"
"CACTIN","Nucleus"
"AAMP","Nucleus"
"HSPB1","Nucleus"
"GNG11","Nucleus"
"SHFM1","Nucleus"
"GNGT1","Nucleus"
"PTPN12","Nucleus"
"PEX1","Nucleus"
"MTERF","Nucleus"
"LRFN1","Nucleus"
"ZFP36","Nucleus"
"RASL11B","Nucleus"
"TUBGCP6","Nucleus"
"DGCR6L","Nucleus"
"CYTH4","Nucleus"
"SGSM3","Nucleus"
"GSTT1","Nucleus"
"C22orf24","Nucleus"
"GNAZ","Nucleus"
"A4GALT","Nucleus"
"RFPL3","Nucleus"
"CDC42EP1","Nucleus"
"TST","Nucleus"
"APOL5","Nucleus"
"CCDC117","Nucleus"
"APOL2","Nucleus"
"RAC2","Nucleus"
"C22orf23","Nucleus"
"APOBEC3A","Nucleus"
"NAA38","Nucleus"
"STRIP2","Nucleus"
"SIRT2","Nucleus"
"HOXD3","Nucleus"
"MTX2","Nucleus"
"HOXD9","Nucleus"
"HOXD10","Nucleus"
"HOXD11","Nucleus"
"GDF2","Nucleus"
"ARHGAP22","Nucleus"
"PIAS1","Nucleus"
"SNAP23","Nucleus"
"TMOD2","Nucleus"
"ALDH1A2","Nucleus"
"C15orf23","Nucleus"
"ARPP19","Nucleus"
"THAP10","Nucleus"
"AMOTL2","Nucleus"
"MBD4","Nucleus"
"COPB1","Nucleus"
"MYOD1","Nucleus"
"TPH1","Nucleus"
"E2F8","Nucleus"
"FAM64A","Nucleus"
"USP6","Nucleus"
"ZNF232","Nucleus"
"TXNDC17","Nucleus"
"ATP1B2","Nucleus"
"FXR2","Nucleus"
"MRM1","Nucleus"
"LRRC6","Nucleus"
"QTRT1","Nucleus"
"AP1M2","Nucleus"
"ERI1","Nucleus"
"PARP2","Nucleus"
"FOXA1","Nucleus"
"EAPP","Nucleus"
"EGLN3","Nucleus"
"NEDD8","Nucleus"
"CDO1","Nucleus"
"RAP1B","Nucleus"
"AANAT","Nucleus"
"ARHGEF6","Nucleus"
"RBMY1J","Nucleus"
"DAZL","Nucleus"
"MAPK8IP3","Nucleus"
"MKNK2","Nucleus"
"KLF16","Nucleus"
"DOHH","Nucleus"
"FAM108A1","Nucleus"
"SALL1","Nucleus"
"ZC3H14","Nucleus"
"NUP37","Nucleus"
"CNGB1","Nucleus"
"CDADC1","Nucleus"
"ZFYVE26","Nucleus"
"SEC14L5","Nucleus"
"PBX4","Nucleus"
"DHX40","Nucleus"
"DTWD1","Nucleus"
"ZNF221","Nucleus"
"WDR18","Nucleus"
"GNAT2","Nucleus"
"KHNYN","Nucleus"
"TUBG2","Nucleus"
"TUBG1","Nucleus"
"RPS16","Nucleus"
"MAST1","Nucleus"
"NCAPG","Nucleus"
"RABGAP1L","Nucleus"
"ESYT2","Nucleus"
"FBXO44","Nucleus"
"NARFL","Nucleus"
"PDGFRL","Nucleus"
"DHX29","Nucleus"
"DHX58","Nucleus"
"KRT12","Nucleus"
"KRT31","Nucleus"
"KRT33B","Nucleus"
"KIAA1244","Nucleus"
"PHC1","Nucleus"
"SNX4","Nucleus"
"ROPN1B","Nucleus"
"GRHL2","Nucleus"
"SPAG1","Nucleus"
"RRM2B","Nucleus"
"RAF1","Nucleus"
"TDRD1","Nucleus"
"MED17","Nucleus"
"SCML2","Nucleus"
"NXPE1","Nucleus"
"TSG101","Nucleus"
"CARD10","Nucleus"
"DHX35","Nucleus"
"TRPC4AP","Nucleus"
"TYMP","Nucleus"
"C20orf194","Nucleus"
"ELN","Nucleus"
"FKBP6","Nucleus"
"CUL9","Nucleus"
"ACTR3C","Nucleus"
"POLDIP3","Nucleus"
"TRMT2A","Nucleus"
"DGCR14","Nucleus"
"MYH13","Nucleus"
"ZKSCAN3","Nucleus"
"KRT5","Nucleus"
"KRT1","Nucleus"
"KRT6C","Nucleus"
"KRT6B","Nucleus"
"KCNA5","Nucleus"
"ELOF1","Nucleus"
"CNN1","Nucleus"
"ZSCAN10","Nucleus"
"EXOC3L2","Nucleus"
"TOMM40","Nucleus"
"GADD45G","Nucleus"
"XPO7","Nucleus"
"FAM98C","Nucleus"
"SAFB2","Nucleus"
"RPL36","Nucleus"
"USHBP1","Nucleus"
"MRPL34","Nucleus"
"PGLS","Nucleus"
"LSM7","Nucleus"
"RSPH3","Nucleus"
"ACSBG2","Nucleus"
"MLLT1","Nucleus"
"ACTN4","Nucleus"
"ZSWIM6","Nucleus"
"FCHO1","Nucleus"
"ZNF764","Nucleus"
"ZNF747","Nucleus"
"JUND","Nucleus"
"ZNF557","Nucleus"
"NUMBL","Nucleus"
"TNNI2","Nucleus"
"ATXN10","Nucleus"
"TUBGCP2","Nucleus"
"CALY","Nucleus"
"HBZ","Nucleus"
"MNX1","Nucleus"
"ZNF337","Nucleus"
"CEP85","Nucleus"
"TAF4","Nucleus"
"GATA5","Nucleus"
"RBBP8NL","Nucleus"
"ADRM1","Nucleus"
"ASS1","Nucleus"
"PRDM12","Nucleus"
"UBE2M","Nucleus"
"TRIM28","Nucleus"
"EIF2S3","Nucleus"
"TMEM160","Nucleus"
"ZC3H4","Nucleus"
"MAP3K10","Nucleus"
"SESN2","Nucleus"
"CCDC62","Nucleus"
"HIP1R","Nucleus"
"MRPL4","Nucleus"
"EIF3G","Nucleus"
"C19orf66","Nucleus"
"ZNF426","Nucleus"
"ZNF331","Nucleus"
"ZNF236","Nucleus"
"C12orf65","Nucleus"
"GRWD1","Nucleus"
"NOL11","Nucleus"
"FAM22F","Nucleus"
"RGN","Nucleus"
"PPIL4","Nucleus"
"AKAP12","Nucleus"
"RBM39","Nucleus"
"ACSS2","Nucleus"
"EDA2R","Nucleus"
"HIGD1B","Nucleus"
"ATP6V1E1","Nucleus"
"EMC8","Nucleus"
"GSE1","Nucleus"
"GINS2","Nucleus"
"FAM153B","Nucleus"
"RLIM","Nucleus"
"HAUS8","Nucleus"
"HSH2D","Nucleus"
"MRPS25","Nucleus"
"CAPN7","Nucleus"
"C3orf20","Nucleus"
"ZFYVE20","Nucleus"
"NR1H2","Nucleus"
"PDLIM4","Nucleus"
"GFPT2","Nucleus"
"RPL27","Nucleus"
"VPS25","Nucleus"
"RAMP2","Nucleus"
"EXOC4","Nucleus"
"PPFIA1","Nucleus"
"BARX1","Nucleus"
"WDR44","Nucleus"
"ZCCHC9","Nucleus"
"KRT15","Nucleus"
"RARA","Nucleus"
"KRTAP9-8","Nucleus"
"PPP1R1B","Nucleus"
"PRKAB2","Nucleus"
"FUS","Nucleus"
"ZNF132","Nucleus"
"USP29","Nucleus"
"SNRPA1","Nucleus"
"LIN28A","Nucleus"
"THAP1","Nucleus"
"ACTR10","Nucleus"
"LGALS3","Nucleus"
"ZNF700","Nucleus"
"DNAJB1","Nucleus"
"ZSWIM4","Nucleus"
"RFX1","Nucleus"
"C19orf57","Nucleus"
"DCAF15","Nucleus"
"TRIM21","Nucleus"
"LHX1","Nucleus"
"GAS2L2","Nucleus"
"SMARCC1","Nucleus"
"HSD17B7","Nucleus"
"ARFIP2","Nucleus"
"RRP8","Nucleus"
"FXC1","Nucleus"
"EFR3A","Nucleus"
"PTCD3","Nucleus"
"ILKAP","Nucleus"
"PER2","Nucleus"
"SCLY","Nucleus"
"CARD6","Nucleus"
"RPA1","Nucleus"
"EEFSEC","Nucleus"
"COQ3","Nucleus"
"LANCL2","Nucleus"
"GRSF1","Nucleus"
"IGJ","Nucleus"
"UTP3","Nucleus"
"WBP2","Nucleus"
"TRIM47","Nucleus"
"KDM6B","Nucleus"
"GUCY2D","Nucleus"
"CLEC10A","Nucleus"
"HRSP12","Nucleus"
"BRD8","Nucleus"
"PCBD2","Nucleus"
"NIP7","Nucleus"
"TERF2","Nucleus"
"VPS4A","Nucleus"
"HSPA12B","Nucleus"
"SNAP25","Nucleus"
"NXT1","Nucleus"
"RIN2","Nucleus"
"CRP","Nucleus"
"IGHMBP2","Nucleus"
"ACY3","Nucleus"
"MTL5","Nucleus"
"DPH2","Nucleus"
"NASP","Nucleus"
"ZNF334","Nucleus"
"ZSWIM3","Nucleus"
"C20orf111","Nucleus"
"BHMT2","Nucleus"
"AP3B1","Nucleus"
"ZBED3","Nucleus"
"PDE6A","Nucleus"
"USPL1","Nucleus"
"XPO4","Nucleus"
"RNF17","Nucleus"
"E7EM54_HUMAN","Nucleus"
"MYBPH","Nucleus"
"CCNA1","Nucleus"
"RFXAP","Nucleus"
"BTBD2","Nucleus"
"SUV420H2","Nucleus"
"HSPBP1","Nucleus"
"CSNK1G2","Nucleus"
"MACROD1","Nucleus"
"HRASLS2","Nucleus"
"ZNF679","Nucleus"
"FOPNL","Nucleus"
"MED10","Nucleus"
"SEC14L4","Nucleus"
"GIMAP4","Nucleus"
"MKRN1","Nucleus"
"KRBA1","Nucleus"
"ACTR3B","Nucleus"
"DYDC2","Nucleus"
"KRAS","Nucleus"
"IPO8","Nucleus"
"FABP4","Nucleus"
"CA1","Nucleus"
"CCDC59","Nucleus"
"MICALCL","Nucleus"
"SBF2","Nucleus"
"MICAL2","Nucleus"
"RRAS2","Nucleus"
"TEX15","Nucleus"
"DUSP26","Nucleus"
"VRTN","Nucleus"
"SYNJ2BP","Nucleus"
"TTC9","Nucleus"
"MED6","Nucleus"
"EIF2S1","Nucleus"
"ELP3","Nucleus"
"MBD2","Nucleus"
"MRPS36","Nucleus"
"CCNB1","Nucleus"
"CDK7","Nucleus"
"IRAK2","Nucleus"
"CAMK1","Nucleus"
"VHL","Nucleus"
"BHLHE40","Nucleus"
"ARL8B","Nucleus"
"ATPBD4","Nucleus"
"KATNBL1","Nucleus"
"AMPD2","Nucleus"
"GSTM3","Nucleus"
"TRIM45","Nucleus"
"AP4B1","Nucleus"
"LPIN1","Nucleus"
"ERN2","Nucleus"
"CCNH","Nucleus"
"CABLES1","Nucleus"
"RERG","Nucleus"
"DDB2","Nucleus"
"ACP2","Nucleus"
"FAM127A","Nucleus"
"RAB33A","Nucleus"
"PHC2","Nucleus"
"ZCCHC11","Nucleus"
"PRPF38A","Nucleus"
"FHOD3","Nucleus"
"CEP135","Nucleus"
"DZIP1","Nucleus"
"BIVM","Nucleus"
"APC","Nucleus"
"ANXA1","Nucleus"
"USP30","Nucleus"
"MSI1","Nucleus"
"HNF1A","Nucleus"
"TBX3","Nucleus"
"OASL","Nucleus"
"RNFT2","Nucleus"
"DTX1","Nucleus"
"TRAFD1","Nucleus"
"POM121","Nucleus"
"PION","Nucleus"
"OCM2","Nucleus"
"UPK3B","Nucleus"
"PNPLA8","Nucleus"
"RINT1","Nucleus"
"MLL5","Nucleus"
"BACH2","Nucleus"
"AKIRIN2","Nucleus"
"ORC3","Nucleus"
"LMO2","Nucleus"
"NAT10","Nucleus"
"PRPH","Nucleus"
"AVIL","Nucleus"
"FAM186B","Nucleus"
"KRT85","Nucleus"
"CDK4","Nucleus"
"PPP1R1A","Nucleus"
"TROAP","Nucleus"
"TFCP2","Nucleus"
"ESPL1","Nucleus"
"ZC3H10","Nucleus"
"KRT84","Nucleus"
"KRT82","Nucleus"
"KCNH3","Nucleus"
"REPS1","Nucleus"
"HTRA2","Nucleus"
"CCT7","Nucleus"
"RAB11FIP5","Nucleus"
"MRPL53","Nucleus"
"EMX1","Nucleus"
"USP15","Nucleus"
"BCMO1","Nucleus"
"MPHOSPH6","Nucleus"
"KIAA0513","Nucleus"
"DYNC1LI2","Nucleus"
"FBXL8","Nucleus"
"CCDC102A","Nucleus"
"TAF5L","Nucleus"
"STX6","Nucleus"
"RGS8","Nucleus"
"NPL","Nucleus"
"RC3H1","Nucleus"
"SP110","Nucleus"
"DOCK10","Nucleus"
"TTLL4","Nucleus"
"USP37","Nucleus"
"EIF4E2","Nucleus"
"ARMC9","Nucleus"
"CAB39","Nucleus"
"COX5B","Nucleus"
"REV1","Nucleus"
"TMEM127","Nucleus"
"TGFBRAP1","Nucleus"
"C2orf49","Nucleus"
"EPC2","Nucleus"
"USP44","Nucleus"
"APPL2","Nucleus"
"RCBTB1","Nucleus"
"MED4","Nucleus"
"COG3","Nucleus"
"NUDT15","Nucleus"
"SPDYE1","Nucleus"
"IGF2BP3","Nucleus"
"NUPL2","Nucleus"
"BZW2","Nucleus"
"DDX56","Nucleus"
"HUS1","Nucleus"
"MYO1G","Nucleus"
"CIDEB","Nucleus"
"NKX2-8","Nucleus"
"ACSBG1","Nucleus"
"FAM108C1","Nucleus"
"IREB2","Nucleus"
"ALPK3","Nucleus"
"CIB2","Nucleus"
"CALCOCO2","Nucleus"
"RSAD1","Nucleus"
"NMT1","Nucleus"
"SRSF1","Nucleus"
"TEX2","Nucleus"
"LIMD2","Nucleus"
"BRIP1","Nucleus"
"KAT7","Nucleus"
"NDUFB5","Nucleus"
"MARCH7","Nucleus"
"TANK","Nucleus"
"BLK","Nucleus"
"SKIL","Nucleus"
"KCTD3","Nucleus"
"CBWD2","Nucleus"
"IL36G","Nucleus"
"IL1RN","Nucleus"
"IL36A","Nucleus"
"IL36RN","Nucleus"
"IL36B","Nucleus"
"CCDC115","Nucleus"
"IMP4","Nucleus"
"GYPC","Nucleus"
"GAD2","Nucleus"
"LRRC8A","Nucleus"
"KIAA0368","Nucleus"
"RALGPS1","Nucleus"
"TMOD1","Nucleus"
"DAB2IP","Nucleus"
"RGS3","Nucleus"
"BAAT","Nucleus"
"HEMGN","Nucleus"
"PSMB7","Nucleus"
"PDCL","Nucleus"
"ARPC5L","Nucleus"
"RANBP6","Nucleus"
"RNF38","Nucleus"
"DCTN3","Nucleus"
"CD72","Nucleus"
"HINT2","Nucleus"
"FAM65B","Nucleus"
"KLC4","Nucleus"
"KIF13A","Nucleus"
"GMPR","Nucleus"
"FRS3","Nucleus"
"TTBK1","Nucleus"
"TINAG","Nucleus"
"GCM1","Nucleus"
"FOXF2","Nucleus"
"RIPK1","Nucleus"
"TUBB2B","Nucleus"
"PSORS1C2","Nucleus"
"MRPS18B","Nucleus"
"PSORS1C1","Nucleus"
"PGBD1","Nucleus"
"GTF2H4","Nucleus"
"POU5F1","Nucleus"
"RNF144B","Nucleus"
"C6orf52","Nucleus"
"FHDC1","Nucleus"
"PRKRIR","Nucleus"
"RAB30","Nucleus"
"MRPL15","Nucleus"
"TTPA","Nucleus"
"TGS1","Nucleus"
"SDCBP","Nucleus"
"DDX60L","Nucleus"
"USP2","Nucleus"
"BUD13","Nucleus"
"MMP20","Nucleus"
"DCUN1D5","Nucleus"
"POU2F3","Nucleus"
"ARHGAP20","Nucleus"
"UNC13C","Nucleus"
"CTDSPL2","Nucleus"
"THBS1","Nucleus"
"KIF23","Nucleus"
"HAUS2","Nucleus"
"LRRC49","Nucleus"
"PLCB2","Nucleus"
"PAK6","Nucleus"
"RSL24D1","Nucleus"
"GCHFR","Nucleus"
"MNS1","Nucleus"
"BCAR3","Nucleus"
"TTLL7","Nucleus"
"CCBL2","Nucleus"
"ARHGAP29","Nucleus"
"RTCA","Nucleus"
"IFT172","Nucleus"
"DYNC2LI1","Nucleus"
"SULT6B1","Nucleus"
"PREB","Nucleus"
"PREPL","Nucleus"
"SIX3","Nucleus"
"CENPO","Nucleus"
"BTBD16","Nucleus"
"ARL3","Nucleus"
"KIF20B","Nucleus"
"EXOC6","Nucleus"
"PLCE1","Nucleus"
"DBR1","Nucleus"
"TOPBP1","Nucleus"
"TIMM23","Nucleus"
"SATB2","Nucleus"
"BARD1","Nucleus"
"ASNSD1","Nucleus"
"METTL5","Nucleus"
"SSB","Nucleus"
"CDK15","Nucleus"
"PPIG","Nucleus"
"HECW2","Nucleus"
"IDH1","Nucleus"
"CRYGB","Nucleus"
"WDR12","Nucleus"
"ABI2","Nucleus"
"CCDC54","Nucleus"
"COX17","Nucleus"
"WBP11","Nucleus"
"ATF7IP","Nucleus"
"NAP1L1","Nucleus"
"OSBPL8","Nucleus"
"ASUN","Nucleus"
"GYS2","Nucleus"
"SYT1","Nucleus"
"PPP1R12A","Nucleus"
"HAL","Nucleus"
"CDK17","Nucleus"
"TMCC3","Nucleus"
"KIAA0586","Nucleus"
"MNAT1","Nucleus"
"TRMT5","Nucleus"
"C12orf4","Nucleus"
"CCND2","Nucleus"
"LIPG","Nucleus"
"FOXN3","Nucleus"
"PSMC1","Nucleus"
"PPWD1","Nucleus"
"PEBP1","Nucleus"
"MOCOS","Nucleus"
"ZNF24","Nucleus"
"YPEL5","Nucleus"
"LMNB1","Nucleus"
"SNCAIP","Nucleus"
"SNX24","Nucleus"
"HS3ST2","Nucleus"
"H3BM72_HUMAN","Nucleus"
"NUP133","Nucleus"
"CORO1C","Nucleus"
"NUAK1","Nucleus"
"UBE2K","Nucleus"
"LIAS","Nucleus"
"N4BP2","Nucleus"
"KLF3","Nucleus"
"RSBN1","Nucleus"
"PROX1","Nucleus"
"PPP2R5A","Nucleus"
"TRAF5","Nucleus"
"PPP2R3C","Nucleus"
"PSMA6","Nucleus"
"EPB41L4A","Nucleus"
"ENOX1","Nucleus"
"USP22","Nucleus"
"B9D1","Nucleus"
"SPECC1","Nucleus"
"VPS13C","Nucleus"
"NARG2","Nucleus"
"RORA","Nucleus"
"GPATCH2L","Nucleus"
"SNW1","Nucleus"
"MIB1","Nucleus"
"AP5M1","Nucleus"
"ZNF430","Nucleus"
"IPO5","Nucleus"
"PALB2","Nucleus"
"KIAA0556","Nucleus"
"NOL4","Nucleus"
"RNF138","Nucleus"
"LPIN2","Nucleus"
"NDC80","Nucleus"
"THOC1","Nucleus"
"USP14","Nucleus"
"HERC2","Nucleus"
"DPEP1","Nucleus"
"ARL1","Nucleus"
"UTP20","Nucleus"
"TTC19","Nucleus"
"TNFRSF13B","Nucleus"
"RIMBP2","Nucleus"
"BFAR","Nucleus"
"KPNA3","Nucleus"
"SFSWAP","Nucleus"
"MPP5","Nucleus"
"ZBTB25","Nucleus"
"CDK2AP1","Nucleus"
"C14orf166","Nucleus"
"UTP6","Nucleus"
"PSMD11","Nucleus"
"BLMH","Nucleus"
"TAOK1","Nucleus"
"AP3B2","Nucleus"
"CUX2","Nucleus"
"LHX5","Nucleus"
"ANKRD13A","Nucleus"
"TRPV4","Nucleus"
"RBM19","Nucleus"
"NAA25","Nucleus"
"ZFAND6","Nucleus"
"FAH","Nucleus"
"AARS","Nucleus"
"CYSTM1","Nucleus"
"PFDN1","Nucleus"
"ANAPC5","Nucleus"
"MYO5C","Nucleus"
"AP4E1","Nucleus"
"FAM214A","Nucleus"
"MAPK6","Nucleus"
"SPG11","Nucleus"
"EIF3J","Nucleus"
"PTPLAD1","Nucleus"
"AAGAB","Nucleus"
"TIPIN","Nucleus"
"TRIP4","Nucleus"
"PARP16","Nucleus"
"DAPK2","Nucleus"
"LACTB","Nucleus"
"CCNT1","Nucleus"
"SEMA7A","Nucleus"
"FAF2","Nucleus"
"CNOT6","Nucleus"
"RBM25","Nucleus"
"LTBP2","Nucleus"
"VSX2","Nucleus"
"RPS6KA5","Nucleus"
"SPAG9","Nucleus"
"RBMS2","Nucleus"
"IKZF4","Nucleus"
"PTGES3","Nucleus"
"PIK3C3","Nucleus"
"MEOX2","Nucleus"
"PHF3","Nucleus"
"ATF1","Nucleus"
"LETMD1","Nucleus"
"EIF4B","Nucleus"
"COPZ1","Nucleus"
"TTC23","Nucleus"
"NUP153","Nucleus"
"ZNF282","Nucleus"
"RAB27B","Nucleus"
"ONECUT2","Nucleus"
"MSR1","Nucleus"
"MTUS1","Nucleus"
"MCM4","Nucleus"
"ERICH1","Nucleus"
"ANKRD12","Nucleus"
"CEP76","Nucleus"
"RBL2","Nucleus"
"WIPI1","Nucleus"
"WDR59","Nucleus"
"SMAD7","Nucleus"
"SMAD2","Nucleus"
"RNMT","Nucleus"
"DNAJB6","Nucleus"
"KCNH2","Nucleus"
"RHEB","Nucleus"
"SMARCD3","Nucleus"
"MLL3","Nucleus"
"PSMB1","Nucleus"
"ADNP2","Nucleus"
"CRISPLD1","Nucleus"
"CSPP1","Nucleus"
"SGK3","Nucleus"
"ARFGEF1","Nucleus"
"ANXA13","Nucleus"
"YY1","Nucleus"
"MOB3B","Nucleus"
"ZNF175","Nucleus"
"PIH1D1","Nucleus"
"MYH14","Nucleus"
"PRR11","Nucleus"
"TRIM37","Nucleus"
"PKMYT1","Nucleus"
"NUBP2","Nucleus"
"RAB11FIP3","Nucleus"
"TCEB2","Nucleus"
"CHTF18","Nucleus"
"RHBDF1","Nucleus"
"TELO2","Nucleus"
"AXIN1","Nucleus"
"RPE65","Nucleus"
"FAM86B2","Nucleus"
"GLIS2","Nucleus"
"CREBBP","Nucleus"
"MGRN1","Nucleus"
"DNAJA3","Nucleus"
"UBN1","Nucleus"
"ZNF423","Nucleus"
"N4BP1","Nucleus"
"WSB1","Nucleus"
"RGS9","Nucleus"
"DHX8","Nucleus"
"SLC4A1","Nucleus"
"KANSL1","Nucleus"
"FOXF1","Nucleus"
"COTL1","Nucleus"
"METTL2B","Nucleus"
"SMURF2","Nucleus"
"DNAH9","Nucleus"
"MAP2K4","Nucleus"
"CHD5","Nucleus"
"INVS","Nucleus"
"GINS1","Nucleus"
"RABEP1","Nucleus"
"PITPNM3","Nucleus"
"C16orf80","Nucleus"
"CSNK2A2","Nucleus"
"SRCAP","Nucleus"
"SETD1A","Nucleus"
"ZNF629","Nucleus"
"SEC23B","Nucleus"
"PCSK2","Nucleus"
"DZANK1","Nucleus"
"SPTLC1","Nucleus"
"CHCHD3","Nucleus"
"ZC3H3","Nucleus"
"GSDMD","Nucleus"
"DENND3","Nucleus"
"DOK5","Nucleus"
"TTPAL","Nucleus"
"CECR2","Nucleus"
"SLC9A3R1","Nucleus"
"ZBTB32","Nucleus"
"RBM42","Nucleus"
"OVOL3","Nucleus"
"CCNE1","Nucleus"
"RAB2A","Nucleus"
"CBFA2T2","Nucleus"
"CCM2L","Nucleus"
"TOX4","Nucleus"
"ACIN1","Nucleus"
"AJUBA","Nucleus"
"TEP1","Nucleus"
"CDH20","Nucleus"
"PHLPP1","Nucleus"
"EFCAB6","Nucleus"
"PPARA","Nucleus"
"PIK3R3","Nucleus"
"PRDX1","Nucleus"
"RPS6KA6","Nucleus"
"POF1B","Nucleus"
"QRICH2","Nucleus"
"LGALS3BP","Nucleus"
"UPF1","Nucleus"
"ELL","Nucleus"
"MAST3","Nucleus"
"COPE","Nucleus"
"MID2","Nucleus"
"AMMECR1","Nucleus"
"PRKX","Nucleus"
"RRAGB","Nucleus"
"SIPA1L2","Nucleus"
"SLA2","Nucleus"
"MYH7B","Nucleus"
"SAMHD1","Nucleus"
"RALGAPB","Nucleus"
"XRCC1","Nucleus"
"PAFAH1B3","Nucleus"
"MARK4","Nucleus"
"SIM1","Nucleus"
"HACE1","Nucleus"
"E2F3","Nucleus"
"KCNQ4","Nucleus"
"MAP2K2","Nucleus"
"TLE2","Nucleus"
"GNA15","Nucleus"
"DPP9","Nucleus"
"ZFR2","Nucleus"
"CCDC94","Nucleus"
"TCF3","Nucleus"
"MPND","Nucleus"
"TJP3","Nucleus"
"PIAS4","Nucleus"
"CSE1L","Nucleus"
"ZNF330","Nucleus"
"INPP4B","Nucleus"
"GAB1","Nucleus"
"UCP1","Nucleus"
"MAPK3","Nucleus"
"EEF2K","Nucleus"
"SYTL4","Nucleus"
"DHTKD1","Nucleus"
"OPTN","Nucleus"
"ICK","Nucleus"
"EPC1","Nucleus"
"MTPAP","Nucleus"
"SMG6","Nucleus"
"ASPA","Nucleus"
"OVCA2.1-201","Nucleus"
"PLD2","Nucleus"
"METTL16","Nucleus"
"ZNF264","Nucleus"
"CNN2","Nucleus"
"CCDC6","Nucleus"
"RAB36","Nucleus"
"CABIN1","Nucleus"
"SMARCB1","Nucleus"
"PRKCQ","Nucleus"
"AKR1C4","Nucleus"
"WDR37","Nucleus"
"CAPZA1","Nucleus"
"PALMD","Nucleus"
"KIF18A","Nucleus"
"BBOX1","Nucleus"
"MSH4","Nucleus"
"UFD1L","Nucleus"
"MED15","Nucleus"
"ARVCF","Nucleus"
"DGCR8","Nucleus"
"PPM1F","Nucleus"
"UBE2R2","Nucleus"
"ACTR3","Nucleus"
"DDX18","Nucleus"
"ZC3H7B","Nucleus"
"ARFGAP3","Nucleus"
"PACSIN2","Nucleus"
"EP300","Nucleus"
"DESI1","Nucleus"
"NOVA2","Nucleus"
"PLEKHA4","Nucleus"
"FAM83E","Nucleus"
"MREG","Nucleus"
"AP2S1","Nucleus"
"LIG1","Nucleus"
"CCDC61","Nucleus"
"IL37","Nucleus"
"POLR1B","Nucleus"
"IL1A","Nucleus"
"IL1B","Nucleus"
"TCF25","Nucleus"
"NAPA","Nucleus"
"EED","Nucleus"
"BLVRB","Nucleus"
"ITPKC","Nucleus"
"SPTBN4","Nucleus"
"BRD4","Nucleus"
"WIZ","Nucleus"
"ASF1B","Nucleus"
"FAM32A","Nucleus"
"NOTCH3","Nucleus"
"MED26","Nucleus"
"COMMD9","Nucleus"
"LIFR","Nucleus"
"PRKCG","Nucleus"
"PPP1R12C","Nucleus"
"WDR11","Nucleus"
"KIAA1377","Nucleus"
"TNR","Nucleus"
"PARP12","Nucleus"
"VPS26A","Nucleus"
"PALD1","Nucleus"
"FOXRED1","Nucleus"
"DCPS","Nucleus"
"BARHL1","Nucleus"
"ARID3A","Nucleus"
"TANC1","Nucleus"
"IFIH1","Nucleus"
"CNRIP1","Nucleus"
"PNO1","Nucleus"
"TAF1B","Nucleus"
"PDZRN3","Nucleus"
"CHRDL2","Nucleus"
"ARHGEF17","Nucleus"
"POLD3","Nucleus"
"SELP","Nucleus"
"SNRNP40","Nucleus"
"DNAJC8","Nucleus"
"TFCP2L1","Nucleus"
"CLASP1","Nucleus"
"EPB41L5","Nucleus"
"LHX4","Nucleus"
"EPAS1","Nucleus"
"SRBD1","Nucleus"
"SGOL1","Nucleus"
"KAT2B","Nucleus"
"PRDM11","Nucleus"
"FNBP4","Nucleus"
"ACCS","Nucleus"
"CHMP2B","Nucleus"
"EIF2AK4","Nucleus"
"WDR76","Nucleus"
"ZFP106","Nucleus"
"AKT3","Nucleus"
"OSBP","Nucleus"
"ZC2HC1A","Nucleus"
"POLR1A","Nucleus"
"VAMP8","Nucleus"
